id	name	add_name	description	popup
1140	Rusted Bronze Sword		u,Старый бронзовый меч использовался tracker skeletons. Соберите десять и отдайте их Trader Simplon.\0	-1
1141	Rusted Bronze Sword		u,Старый и ржавый бронзовый меч данный Trader Simplon, который сказал что это 'Sword of Trial'. Отдайте это Master Auron.\0	-1
1143	Simplon's Letter		u,Письмо написанное Trader Simplon. Отдайте это Master Auron.\0	-1
1144	Poison Spider's Leg		u,Лапа отрезанная у poison spider или arachnid tracker. Соберите двадцать и отдайте Master Auron. \0	-1
1145	Medallion of Warrior		u,Марка смены 1ой профессии для класса Warrior.\0	-1
1150	Spellbook: Wind Strike		u,Книга заклинаний для Wind Strike magic. \0	-1
1151	Spellbook: Self Heal		u,Книга заклинаний для Self Heal magic.\0	-1
1152	Spellbook: Heal		u,Книга заклинаний для Heal magic. Используется Human Wizards, Elven Wizards и Dark Wizards.\0	-1
1153	Jenna's Letter		u,Письмо от Sentry Jenna к Master Harant.\0	-1
1154	Sentry Blade		u,Адамантитовый меч, вновь выданный часовому.\0	-1
1155	Sentry Blade		u,Адамантитовый меч, вновь выданный часовому.\0	-1
1156	Sentry Blade		u,Адамантитовый меч, вновь выданный часовому.\0	-1
1157	Old Bronze Sword		u,Бронзовый меч, использоваемый раньше часовым. Восстановите его и отдайте Sentry Jenna.\0	-1
1158	Bone Fragment		u,Костный фрагмент взятый из скелета нежити. Соберите десять костяных фрагментов и три черепа эльфа, и отдайте их Unoren.\0	-1
1159	Elf Skull		u,Череп эльфа-нежити. Соберите десять костяных фрагментов и три черепа эльфа, и отдайте их Unoren.\0	-1
1160	Dark Bezoar		u,Соберите 13 dark bezoar и отдайте их Sentry Nelsya.\0	-1
1161	Sword of Ritual		u,Марка смены 1ой профессии для класса Knight.\0	-1
1162	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1163	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1164	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1165	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1166	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1167	Coin of Lords		u,Золотая монета гравированная с отметкой лорда Gludio. Соберите три или более, чтобы закончить Trial of Esquire.\0	-1
1168	Gludio Guard's 1st Badge		u,Марка которая подтверждает что вы член охраны. Captain Bathia попросил охотиться на bugbear raiders.\0	-1
1169	Bugbear Necklace		u,Ожерелье, которое носили bugbear для осуществления заклинаний. Соберите десять и поситите Captain Bathia.\0	-1
1170	Einhasad's 1st Temple Badge		u,По просьбе High Priest Raimund идите в Ruins of Despair, победите умершие духи священников, и соберите 12 Einимеетad crucifixes.\0	-1
1171	Einhasad's Crucifix		u,Святой символ Einимеетad, богини света. Соберите двенадцать и идите к High Priest Raimund.\0	-1
1172	Gludio Guard's 2nd Badge		u,Отметка, которая различает членство охраны. Captain Bezique попросил охотиться на giant spiders.\0	-1
1173	Poison Spider Leg		u,Отсеченная нога мертвого poison spider. Соберите двадцать и идите к Captain Bezique.\0	-1
1174	Einhasad's 2nd Temple Badge		u,По просьбе High Priest Levian убивайте Langk Lizardmen и собирайте доказательства.\0	-1
1175	Lizardman's Totem		u,Маленькая статуэтка, которую Langk Lizardmen носит при себе. Соберите двадцать и отдайте их High Priestess Levian.\0	-1
1176	Gludio Guard's 3rd Badge		u,Отметка, которая подтверждает членство охраны. Captain Gilbert попросил охотиться на giant spiders.\0	-1
1177	Giant Spider's Husk		u,Шелуха гигантского паука, которую вы счистили.. Соберите двадцать и отдайте их Captain Gilbert.\0	-1
1178	Einhasad's 3rd Temple Badge		u,По просьбе High Priest Biotin охотьтесь на Silent Horrors в elven ruins.\0	-1
1179	Skull of Silent Horror		u,Череп давно-мертвого эльфа. Соберите 10 и отдайте их High Priest Biotin.\0	-1
1180	Bezique's Letter		u,Письмо Captain Bezique к Neti. Найдите Neti в Village of Gludin и отдайте ему это письмо.\0	-1
1183	Spartoi's Bones		u,Куски костей нежити. Соберите десять и отдайте их Neti.\0	-1
1184	Horseshoe of Light		u,Доказательство, которое вы получили после прохождения теста Neti. Вы должны передать это Captain Bezique.\0	-1
1185	Most Wanted List		u,Написано, что любой кто покончит с Cat's Eye bandits и вернет похищенные товары будет награжден.\0	-1
1186	Stolen Jewelry		u,Драгоценности украденные Cat's Eye bandits. Вы должны отдать это Captain Bezique.\0	-1
1187	Stolen Tomes		u,Редкий том украденный Cat's Eye bandits. Вы должны отдать это Captain Bezique.\0	-1
1188	Stolen Ring		u,Дорогое кольцо, которое украл Cat's Eye bandits. Вы должны вернуть это Captain Bezique.\0	-1
1189	Stolen Necklace		u,Дорогое ожерелье, которое украл Cat's Eye bandits. Вы должны отдать это Captain Bezique.\0	-1
1190	Bezique's Recommendation		u,Марка смены 1ой профессии для класса Rogue.\0	-1
1191	1st Letter of Order		u,Сертификат запрещенной книжной коллекции, данный Priest Zigaunt. Носите это при себе и собирайте все запрещенные книги.\0	-1
1192	2nd Letter of Order		u,Сертификат, который доказывает, что вы представитель религии. Сертификат, данный Priest Zigaunt. Передайте это Lionel для согласия.\0	-1
1193	Lionel's Book		u,Последняя книга Lioniel. Передайте эту книгу Grand Magister Gallint в Einhovant School of Magic.\0	-1
1194	Book of Vivyan		u,Запрещенная книга Simplon продавалась для Vivyan. Соберите пять запрещенных книг и отдайте их Priest Zigaunt.\0	-1
1195	Book of Simplon		u,Остальная часть запрещенных книг Simplon'а. Саоберите пять запрещенных книг и отдайте их Priest Zigaunt.\0	-1
1196	Book of Praga		u,Запрещенная книга Simplon продавалась для Praga. Саоберите пять запрещенных книг и отдайте их Priest Zigaunt.\0	-1
1197	Certificate of Gallint		u,Сертификат, который Gallint дает на хранение запрещенных книг. Отдайте Lionel и получите соглашение.\0	-1
1198	Pendant of Mother		u,Подсветка его матери, который Guard Praga потерял в руинах. Отдайте это Guard Praga и получите запрещенную книгу.\0	-1
1199	Necklace of Mother		u,Цепь ожерелья, где должна висеть подсветка. Верните подсветку из зомби в Ruins of Agony, чтобы собрать это.\0	-1
